Display Name    Country Code	Language Code	Identifier (Source-Name)
#Legend	hk	en	hashtag-legend
The Record (Troy, NY)	us	en	the-record-troy-ny
The Recorder & Times (Brockville)	ca	en	the-recorder-times-brockville
The Red Bulletin	fr	fr	the-red-bulletin
The Register Citizen (Torrington, CT)	us	en	the-register-citizen-torrington-ct
The Register-Guard	us	en	the-register-guard
The Rep	za	en	the-rep
The Reporter (Lansdale, PA)	us	en	the-reporter-lansdale-pa
The Reporter (Vacaville)	us	en	the-reporter-vacaville
The Review	cn	en	south-china-morning-post-the-review
The Review	us	en	the-review-roxborough
The Ride	us	en	the-ride-usa
The Riverine Herald	au	en	the-riverine-herald
The Riverside Press-Enterprise	us	en	the-riverside-press-enterprise
The Royals	gb	en	the-royals
The Rugby Paper	gb	en	the-rugby-paper
The Sacramento Bee	us	en	the-sacramento-bee
The Sacramento Bee (Sunday)	us	en	the-sacramento-bee-sunday
The Sacrifice	us	en	the-sacrifice
The Saigon Times Weekly	vn	en	the-saigon-times-weekly-9yzf
The Saline Courier	us	en	the-saline-couriereef37
The Saline Courier Weekend	us	en	benton-courier-weekend
The Samaná Sustainable Tourism Guide	do	en	the-samana-sustainable-tourism-guide
The Saratogian (Saratoga, NY)	us	en	the-saratogian-saratoga-ny
The Sault Star	ca	en	the-sault-star
The Scarborough News	gb	en	the-scarborough-news
the Score magazine	in	en	the-score-magazine
The Scots Magazine	gb	en	the-scots-magazine
The Scotsman	gb	en	the-scotsman
The Scottish Farmer	gb	en	the-scottish-farmer
The Scottish Mail on Sunday	gb	en	the-scottish-mail-on-sunday
The Sentinel	gb	en	the-sentinel
The Sentinel-Record	us	en	the-sentinel-record
The Shed	nz	en	the-shed
The Signal	us	en	the-signal
The Simple Things	gb	en	the-simple-things
The Sligo Champion	ie	en	the-sligo-champion
The Southern Berks News	us	en	the-southern-berks-news
The Southland Times	nz	en	the-southland-times
The Southwest Booster	ca	en	southwest-booster
The Spectator	gb	en	the-spectator
The Spectator (Australia)	au	en	the-spectator-australia
The Spectator World	us	en	the-spectator-usa
The Spectrum & Daily News	us	en	the-spectrum-daily-news
The Spirits of Henasku	in	en	the-spirits-of-henasku-9y7q
The Spokesman-Review (Spokane)	us	en	the-spokesman-review-spokane
The Standard (Elliot Lake)	ca	en	the-standard-elliot-lake
The Standard (St. Catharines)	ca	en	the-standard-st-catharines
The Standard (Zimbabwe)	zw	en	the-standard-zimbabwe
The Standard Journal	us	en	the-standard-journal
The Standard Times	us	en	the-standard-times
The Star (Jamaica)	jm	en	the-star-jamaica
The Star Early Edition	za	en	the-star-south-africa-early-edition
The Star Late Edition	za	en	the-star-south-africa-late-edition
The Star Malaysia	my	en	the-star-malaysia
The State	us	en	the-state
The State (Sunday)	us	en	the-state-sunday
The Straits Times	sg	en	the-straits-times
The Style Finest	gh	en	the-style-finest-9y23
The Sudbury Star	ca	en	the-sudbury-star
The Sun (Lowell)	us	en	the-sun-lowell
The Sun (Malaysia)	my	en	the-sun-malaysia
The Sun (San Bernardino)	us	en	the-sun-san-bernardino
The Sun Herald	us	en	the-sun-herald
The Sun Herald (Sunday)	us	en	the-sun-herald-sunday
The Sun News	us	en	the-sun-news
The Sun News (Sunday)	us	en	the-sun-news-sunday
The Sun Times (Owen Sound)	ca	en	the-sun-times-owen-sound
The Sunday Guardian	in	en	the-sunday-guardian
The Sunday Independent	za	en	the-sunday-independent
The Sunday Mail (Zimbabwe)	zw	en	the-sunday-mail-zimbabwe
The Sunday Post (Central Edition)	gb	en	the-sunday-post-central-edition
The Sunday Post (Dundee)	gb	en	the-sunday-post-dundee
The Sunday Post (Inverness)	gb	en	the-sunday-post-inverness
The Sunday Post (Newcastle)	gb	en	the-sunday-post-newcastle
The Sunday Telegraph	gb	en	the-sunday-telegraph
The Sunday Times of Malta	mt	en	the-sunday-times-malta-1805
The Sunnyvale Sun	us	en	the-sunnyvale-sun
The Superyacht Report	gb	en	the-superyacht-report-9lv3
The Sybarite	gb	en	the-sybarite
The Taos News	us	en	the-taos-news
The Taos News - 24 hours	us	en	the-taos-news-24-hours
The Taos News - Artes 2023	us	en	the-taos-news-artes-2022
The Taos News - Artes 2024	us	en	the-taos-news-artes-2022
The Taos News - Best of Taos 2024	us	en	the-taos-news-best-of-taos-f668
The Taos News - Class of 2024	us	en	the-taos-news-class-of-2024-9zzw
The Taos News - Class of 2025	us	en	the-taos-news-class-of-2025-9zzw
The Taos News - Dining Out	us	en	the-taos-news-dining-out
The Taos News - Discover Taos	us	en	the-taos-news-discover
The Taos News - Land Water People Time 2021	us	en	the-taos-news-land-water-people-time
The Taos News - Taos Fiestas 2019	us	en	the-taos-news-taos-fiestas-2019
The Taos News - Taos Gallery Guide	us	en	the-taos-news-taos-gallery-guide
The Taos News - Taos Woman	us	en	the-taos-news-taos-woman-2019
The Taos News - Well Taos	us	en	the-taos-news-well-taos-2019
The Tatler Dining Guide Philippines	ph	en	the-tatler-dining-guide-philippines
The Technology Express	ae	en	the-technology-express
The Telegram (St. John's)	ca	en	the-telegram-st-johns
The Telegraph (Macon)	us	en	the-telegraph-macon
The Telegraph (Macon) (Sunday)	us	en	the-telegraph-macon-sunday
The Tennessean	us	en	the-tennessean
Thể Thao & Văn Hóa	vn	vi	the-thao-van-hoa
The Timaru Herald	nz	en	the-timaru-herald
The Times (Shreveport)	us	en	the-times-shreveport
The Times Herald (Norristown, PA)	us	en	the-times-herald-norristown-pa
The Times Kuwait	kw	en	the-times-kuwait
The Tiverton Gazette	gb	en	the-tiverton-gazette
The Topeka Capital-Journal	us	en	the-topeka-capital-journal
The Trentonian (Trenton, NJ)	us	en	the-trentonian-trenton-nj
The Tribune (SLO)	us	en	the-tribune-slo
The Tribune (SLO) (Sunday)	us	en	the-tribune-slo-sunday
The Turning Point	us	en	the-turning-point
The Tuscaloosa News	us	en	the-tuscaloosa-news
The TV Guide	nz	en	the-tv-guide
The U.S. Constitution	us	en	the-u-s-constitution
The UB Post	mn	en	the-ub-post
The Ukiah Daily Journal	us	en	the-ukiah-daily-journal
The Ultimate Baby Book 2023	gb	en	the-ultimate-baby-book
The Union Democrat	us	en	the-union-democrat
The Valley Wire	ca	en	the-valley-wire-9ylv
The Voice (Botswana)	bw	en	the-voice-botswana
The Waikato Local	nz	en	the-waikato-local-228p
The Wall Street Journal	us	en	the-wall-street-journal
The Walrus	ca	en	the-walrus
The Washington Post	us	en	the-washington-post
The Washington Post	us	en	the-washington-post-597
The Washington Post (Sunday) - USA and Canada	us	en	the-washington-post-sunday-usa-and-canada
The Washington Post - USA and Canada	us	en	the-washington-post-usa-and-canada
The Washington Post Sunday	us	en	the-washington-post-sunday
The Way Ahead	ae	en	supplements-the-way-ahead
The Week	gb	en	the-week
The Week (US)	us	en	the-week-us
The Week - Junior	gb	en	the-week-juniord
The Week Junior - Science + Nature	gb	en	the-week-junior-science-nature
The Weekend Post	au	en	the-weekend-post
The Weekend Witness	za	en	the-weekend-witness-south-africa-9we6
The Weekly Advertiser Horsham	au	en	the-weekly-advertiser-horsham
The Weekly Vista	us	en	the-weekly-vista
The Weekly Voice	ca	en	the-weekly-voice-9xyr
The Welcome Guide New York	us	en	the-welcome-guide-new-york
The Welland Tribune	ca	en	the-welland-tribune
The Wichita Eagle	us	en	the-wichita-eagle
The Wichita Eagle (Sunday)	us	en	the-wichita-eagle-sunday
The Wilderness	us	en	the-wilderness
The Winners	br	pt	the-winners-9ywx
The Witness	za	en	the-witness-south-africa-9we5
The Woman	om	en	the-woman
The Woolwich Observer	ca	en	the-woolwich-observer
The World of Chinese	cn	en	the-world-of-chinese
The World of Cross Stitching	gb	en	the-world-of-cross-stitching
The World of Fine Wine	gb	en	the-world-of-fine-wine
The Zimbabwe Independent	zw	en	the-zimbabwe-independent-9fa3
The-Art-Form	gb	en	the-art-form
TheKiteMag	gb	en	the-kite-magazine-9bmb
THEWILL DOWNTOWN	ng	en	thewill-downtown
THEWILL NEWSPAPER	ng	en	thewill-newspaper
Think Green	tr	tr	think-green
This England	gb	en	this-england
THISDAY	ng	en	thisday
THISDAY Style	ng	en	thisday-style
Thời Báo Ngân Hàng	vn	vi	thoi-bao-ngan-hang
Thời Gian	vn	vi	thoi-gian-9yx4
Thời Nay	vn	vi	thoi-nay
Thunder Bay Business	ca	en	thunder-bay-business
Thuries Magazine	fr	fr	thuries-magazine-447g
Thüringer Allgemeine (Apolda)	de	de	thuringer-allgemeine-apolda
Thüringer Allgemeine (Arnstadt)	de	de	thuringer-allgemeine-arnstadt
Thüringer Allgemeine (Artern)	de	de	thuringer-allgemeine-artern
Thüringer Allgemeine (Bad Langensalza)	de	de	thuringer-allgemeine-bad-langensalza
Thüringer Allgemeine (Eichsfeld)	de	de	thuringer-allgemeine-eichsfeld
Thüringer Allgemeine (Eisenach)	de	de	thuringer-allgemeine-eisenach
Thüringer Allgemeine (Erfurt)	de	de	thuringer-allgemeine-erfurt
Thüringer Allgemeine (Gotha)	de	de	thuringer-allgemeine-gotha
Thüringer Allgemeine (Mühlhausen)	de	de	thuringer-allgemeine-muhlhausen
Thüringer Allgemeine (Nordhausen)	de	de	thuringer-allgemeine-nordhausen
Thüringer Allgemeine (Sömmerda)	de	de	thuringer-allgemeine-sommerda
Thüringer Allgemeine (Sondershausen)	de	de	thuringer-allgemeine-sondershausen
Thüringer Allgemeine (Weimar)	de	de	thuringer-allgemeine-weimar
Thüringische Landeszeitung (Eichsfeld)	de	de	thuringische-landeszeitung-eichsfeld
Thüringische Landeszeitung (Eisenach)	de	de	thuringische-landeszeitung-eisenach
Thüringische Landeszeitung (Erfurt)	de	de	thuringische-landeszeitung-erfurt
Thüringische Landeszeitung (Gera)	de	de	thuringische-landeszeitung-gera
Thüringische Landeszeitung (Gotha)	de	de	thuringische-landeszeitung-gotha
Thüringische Landeszeitung (Jena)	de	de	thuringische-landeszeitung-jena
Thüringische Landeszeitung (Unstrut-Hainich-Kreis)	de	de	thuringische-landeszeitung-unstrut-hainich-kreis
Thüringische Landeszeitung (Weimar)	de	de	thuringische-landeszeitung-weimar
Thyanna	br	pt	thyanna
Tidernas Största Aventyr	se	sv	tidernas-storsta-aventyr
Tidskriften OPERA	se	sv	tidskriften-opera
Tieteellinen opas onnellisuuteen	fi	fi	tieteellinen-opas-onnellisuuteen
Tieteen Kuvalehti	fi	fi	tieteen-kuvalehti
Tieteen Kuvalehti Historia	fi	fi	tieteen-kuvalehti-historia
Tieteen Ytimessä 2018	fi	fi	tieteen-ytimessa-2018
Tieteen Ytimessä: Juniori	fi	fi	tieteen-ytimessa-juniori
Tieten Ytimessä: Historia	fi	fi	tieten-ytimessa-historia
TIME	us	en	time
TIME - Weight Loss Breakthroughs	us	en	time-weight-loss-breakthroughs
TIME International	gb	en	time-international
TIME International	us	en	time-international
Time Out (Melbourne)	au	en	time-out-melbourne
Time Out (Sydney)	au	en	time-out-sydney
Time Out Cascais	pt	en	time-out-cascais
Time Out Galiza	pt	pt	time-out-galiza
Time Out Leiria – Portuguese Version	pt	pt	time-out-leiria-22f4
Time Out Leiria – Spanish Version	pt	es	time-out-leiria-espanol-22f5
Time Out Lisbon for Visitors	pt	en	time-out-lisbon-for-visitors
Time Out Portugal	pt	pt	time-out-portugal
Time Out Rio de Janeiro Carnaval 2025	br	pt	time-out-rio-de-janeiro-carnaval-2025
Time Out São Miguel	pt	pt	time-out-acores
Time Out Trás-Os-Montes (ES edition)	pt	es	time-out-tras-os-montes-es-edition-226y
Time Out Trás-Os-Montes (PT edition)	pt	pt	time-out-tras-os-montes-pt-edition-226x
Time To Cleanse	sg	en	time-to-cleanse-9ar9
Times & Transcript	ca	en	times-transcript
Times Chronicle & Public Spirit	us	en	times-chronicle-public-spirit
Times Colonist	ca	en	times-colonist
Times Herald-Record	us	en	times-herald-record
Times of Eswatini	sz	en	times-of-eswatini
Times of Eswatini Sunday	sz	en	times-of-eswatini-sunday
Times of Malta	mt	en	times-of-malta-1409
Times of Oman	om	en	times-of-oman
Times of Suriname	sr	nl	times-of-suriname
Times of the Islands	us	en	times-of-the-islands
Times Record	us	en	times-record-ft-smith-southwest
Times Standard (Eureka)	us	en	times-standard-eureka
Times-Call (Longmont)	us	en	times-call-longmont
Times-Herald	us	en	times-herald
Times-Herald (Vallejo)	us	en	times-herald-vallejo
tina	de	de	tina
Tina Gesund & Fit	de	de	tina-gesund-fit
Tina Koch & Backideen	de	de	tina-koch-backideen
Tinkle	in	en	tinkle-9y7y
Tinos ABOUT	gr	el	tinos-about
Tips on Naples	it	en	tips-on-naples
Tir Mag	fr	fr	tir-mag
TJPL News	gb	en	tjpl-news-9y9n
Toàn cảnh Thị trường Bất động sản Việt Nam	vn	vi	toan-canh-bat-dong-san-viet-nam
Toàn cảnh Thị trường M&A Việt Nam	vn	vi	m-a-vietnamese
Today's Golfer (UK)	gb	en	todays-golfer-uk
Today's Quilter	gb	en	today-s-quilter
Today's Woman	ng	en	todays-woman
Todo a la parrilla	ar	es	todo-a-la-parrilla
Todo Terreno	es	es	todo-terreno
Todotransporte	es	es	todotransporte
Toinen maailmaansota	fi	fi	toinen-maailmaansota
Toinen Maailmansota Väreissä	fi	fi	toinen-maailmansota-vareissa
Tomá Mate	ar	es	toma-mate
Tommy's Real Estate	nz	en	tommy-s-real-estate
tomorrow (English)	de	en	tomorrow-english
tomorrow (German)	de	de	tomorrow-german
Top 50 Designers	hk	en	top-50-designers
Top Gear - Verden rundt	no	nb	top-gear-verden-rundt
Top Gear Due Ruote	it	it	top-gear-due-ruote
Top Gear Story	it	it	top-gear-story
Top Gear: Superbilar	se	sv	top-gear-superbilar
Top Immigration Consultants	ae	en	supplements-top-immigration-consultants
Top Italian Hotels & Resorts	gb	en	top-italian-hotels-resorts-2023-9bna
Top Italian Hotels & Resorts 2023	gb	en	top-italian-hotels-resorts-2023-9bna
TOP Magazin	de	de	top-magazin
Top Santé	fr	fr	top-sante-france
Top Sante (UK)	gb	en	top-sante-uk
Top South Farming Monthly	nz	en	top-south-farming-monthly-9bk7
Top Yacht Design	it	it	top-yacht-design
TopGear España	es	es	topgear-espana
Topp 100 - Tidernas basta rockalbum	se	sv	topp-100-tidernas-basta-rockalbum
Topp 100 TV - serier (Sweden)	se	sv	topp-100-tv-serier-sweden
Topp 100 TV-serier	no	nb	topp-100-tv-serier
Toronto Life	ca	en	toronto-life
Toronto Star	ca	en	toronto-star
Toronto Sun	ca	en	toronto-sun
Torte della Nonna	it	it	torte-della-nonna
Torte della Nonna Speciale	it	it	torte-della-nonna-speciale
Total 911	gb	en	total-911
Total Film	gb	en	total-film
Total Guitar	gb	en	total-guitar
Totally Dublin	ie	en	totally-dublin
Totally Stockholm	se	en	totally-stockholm
Totalt Umeå	se	sv	totalt-umea
Tour de France Magasinet	dk	da	tour-de-france-magasinet
Tourism Guide Africa	za	en	tourism-guide-africa
Toutes les Nouvelles (Rambouillet / Chevreuse)	fr	fr	toutes-les-nouvelles-rambouillet-chevreuse
Toutes les Nouvelles (Versailles / Saint-Quentin-en-Yvelines)	fr	fr	toutes-les-nouvelles-versailles-saint-quentin-en-yvelines
Town & Country (UK)	ca	en	town-country-uk
Townships Weekend	ca	en	townships-weekend
Townsville Bulletin	au	en	townsville-bulletin
Towpath Talk	gb	en	towpath-talk
Toy Collectors Price Guide	gb	en	toy-collectors-price-guide
TR Monitor	tr	en	tr-monitor
Trabajadores	cu	es	trabajadores
Trabalhos Artesanais	br	pt	trabalhos-artesanais
Tracteurs magazine	fr	fr	tracteurs-magazine-22dv
Traction	gb	en	traction
Tracy Anderson Magazine	us	en	tracy-anderson-magazine
Tradiciones Heroes	us	en	tradiciones-heroes
Tradiciones Leyendas	us	en	the-taos-news-tradiciones-leyendas
Traditional Home	us	en	traditional-home
Traening for alle - Løb	dk	da	traening-for-alla-lob-lobing-for-alle
Trail (UK)	gb	en	trail-uk
Trail Run	es	es	trail-run
Trail Run Magazine	au	en	trail-run-magazine-9wdt
Trains	us	en	trains-9yxs
Traits D’CO	fr	fr	traits-dco-9lyx
Traits D’COnnecte	fr	fr	traits-dconnecte-9lyw
Träning för alla - Längdskidor	se	sv	traning-for-alla-langdskidor
Träning för alla - Löpning	se	sv	traning-for-alla-lopning
Transport Info	fr	fr	transport-info
Transporte Mundial	es	es	transporte-mundial
Traumgärten	de	de	traumgaerten
Trauminsel Momente	de	de	trauminsel-momente-901w
Traumwohnen	de	de	traumwohnen
Travel & Leisure Zambia & Zimbabwe	zm	en	travel-leisure-zambia-zimbabwe
Travel & Spa	it	it	travel-spa
Travel + Leisure (USA)	us	en	travel-leisure-usa
Travel + Leisure - India & South Asia	in	en	travel-leisure-india-south-asia
Travel Academy	gb	it	travel-academy-9bn9
Travel Bulletin	au	en	travel-bulletin
Travel Daily	au	en	travel-daily
TRAVEL EXTRA magazine	fr	fr	travel-extra-magazine
Travel for business	it	it	travel-for-business
Travel Guide to California	us	en	travel-guide-to-california
Travel Guide to Canada	ca	en	travel-guide-to-canada
Travel Guide to Florida	us	en	travel-guide-to-florida
Travel Life	ca	en	travel-life
Travel News East Africa	ug	en	travel-news-east-africa
Travel Polska	pl	pl	travel-polska
Travel Trade Journal	in	en	travel-trade-journal
Travel Without Limits	au	en	travel-without-limits-9y3v
Travel-Iles by Côte Nord	mu	fr	travel-iles-by-cote-nord
Traveling Magazine	es	en	traveling-magazine-salw
Travellive	vn	en	travellive
Travelux	gb	en	travelux
TravTalk - India	in	en	travtalk-india
TravTalk - Middle East	in	en	travtalk-middle-east
Tread	us	en	tread
Treeniä Kaikille: Juoksu Trenia Kaikille - Juoksu	fi	fi	treenia-kaikille-juoksu
Treeniä Kaikille: Maastohiihto	fi	fi	treenia-kaikille-maastohiihto
Trek	fr	fr	trek
Trend	it	it	trend-test
Trends Mzansi	za	en	trends-mzansi-south-africa
Trening for alle - Langrenn	no	nb	trening-for-alle-langrenn
Tri County Record	us	en	tri-county-record
Tri-City Herald	us	en	tri-city-herald
Tri-City Herald (Sunday)	us	en	tri-city-herald-sunday
Tri-County Vanguard	ca	en	tri-county-vanguard
Trial Magazine	gb	en	trial-magazine
Triathlon Magazine Canada	ca	en	triathlon-magazine-canada
Triatlón	es	es	triatlon
Tribuna Norteamericana	es	es	tribuna-norteamericana
Tribune Express	ca	fr	tribune-express
Trico Bebê	br	pt	trico-bebe
Trierischer Volksfreund	de	de	trierischer-volksfreund
Trossinger Zeitung	de	de	trossinger-zeitung
Trout & Salmon (UK)	gb	en	trout-salmon-uk
True Crime (Sweden)	se	sv	true-crime-sweden
True Love	za	en	true-love
True Love - Home and Décor	za	en	true-love-home-and-decor
True Love Hair	za	en	true-love-hair
Truro News	ca	en	truro-news
Ttela	se	sv	ttela
TTG Italia	it	it	ttg-italia
TU (México)	mx	es	tu-mexico
Tu Hogar	ar	es	tu-hogar
Tuần Tin Tức	vn	vi	tin-tuc
Tudo Sobre Informática	br	pt	tudo-sobre-informatica
Tuis	za	af	tuis-sa
Tuis Badkamers	za	af	tuis-badkamers
Tuis Kortpadkos	za	af	tuis-kortpadkos
Tuis Opknap	za	af	tuis-opknap
Tulevaisuuden maapallo	fi	fi	tulevaisuuden-maapallo
Tunis Hebdo	tn	fr	tunis-hebdo
Turcomoney	tr	tr	turcomoney
Türkiye	ae	en	turkiye-356l
Türkiye	tr	tr	turkiye
TuStyle	it	it	tustyle
TV & Satellite Week	gb	en	tv-satellite-week
TV 14	de	de	tv-14
TV Extra	ba	bs	tv-extra-9yrw
TV Guia	pt	pt	tv-guia
TV Hebdo	ca	fr	tv-hebdo
TV Hören und Sehen	de	de	tv-horen-und-sehen
TV klar	de	de	tv-klar
TV Mais	pt	pt	tv-mais-9y9e
TV Movie	de	de	tv-movie
TV Plus (Afrikaans)	za	af	tv-plus-afrikaans
TV Plus (South Africa)	za	en	tv-plus-south-africa
TV pur	de	de	tv-pur
TV Sorrisi e Canzoni	it	it	tv-sorrisi-e-canzoni
TV Tidningen	se	sv	tv-tidningen
TV Times	gb	en	tv-times
TVNotas	mx	es	tvnotasmexico
TVO	py	es	tvo
TVyNovelas (México)	mx	es	tvynovelas-mexico
Tweed Magazine	de	de	tweed-magazine
TxP	nl	nl	txp
Tyynimeri	fi	fi	tyynimeri
UAE National Day	ae	en	supplements-uae-national-day
UBukhosi	za	zu	ubukhosi
Ubuntu Facile	it	it	ubuntu-facile
